order_id,customer_id,order date,Item_name,sales,quantity,discount,profit,"Current Month Sales
","
Previous Month Sales
","Sales Variance
",Growth %,month,Region
3808,U4947,12-11-2015,Fried Chicken,5.24,2,70%,-4.02,0,0,0.00,0%,Nov-2015,East
3809,U2298,12-11-2015,Sandwich,4.66,3,70%,-3.73,0,0,0.00,0%,Nov-2015,East
3810,U7137,12-11-2015,Burger,523.92,5,20%,-72.04,0,0,0.00,0%,Nov-2015,East
3811,U7234,12-11-2015,Sushi,100.79,1,20%,10.08,0,0,0.00,0%,Nov-2015,East
3812,U7005,12-11-2015,Shawarma,146.14,3,20%,16.44,0,0,0.00,0%,Nov-2015,Central
3813,U7763,05-03-2017,Pizza,25.06,2,0%,11.78,0,0,0.00,0%,Mar-2017,Central
3814,U5161,05-11-2015,Sushi,19.82,6,20%,6.44,0,0,0.00,0%,Nov-2015,Central
3815,U6367,08-07-2016,Koshary,823.96,5,20%,51.5,0,0,0.00,0%,Jul-2016,Central
3816,U8306,08-07-2016,Fried Chicken,15.98,2,20%,5,0,0,0.00,0%,Jul-2016,Central
3817,U2944,15-09-2015,Pasta,801.96,2,0%,200.49,0,0,0.00,0%,Sep-2015,Central
3820,U7578,09-10-2017,Sandwich,12.82,3,20%,4.33,0,0,0.00,0%,Oct-2017,Central
3821,U4170,09-10-2017,Sushi,314.35,3,20%,-15.72,0,0,0.00,0%,Oct-2017,West
3822,U7379,09-10-2017,Pizza,18.98,2,0%,8.92,0,0,0.00,0%,Oct-2017,West
3823,U3100,09-10-2017,Pizza,18.24,6,20%,6.16,0,0,0.00,0%,Oct-2017,West
3824,U8299,14-09-2015,Pasta,991.2,6,0%,257.71,0,0,0.00,0%,Sep-2015,West
3827,U5764,07-10-2014,Pizza,107.44,10,20%,10.74,0,0,0.00,0%,Oct-2014,West
3829,U9220,07-05-2017,Pizza,26.64,1,0%,7.46,0,0,0.00,0%,May-2017,West
3830,U9625,07-05-2017,Fried Chicken,476.8,2,0%,119.2,0,0,0.00,0%,May-2017,South
3831,U3777,07-05-2017,Fried Chicken,87.44,2,10%,18.46,0,0,0.00,0%,May-2017,South
3833,U2039,14-11-2015,Salad,19.96,2,0%,9.38,0,0,0.00,0%,Nov-2015,South
3836,U1010,08-04-2014,Fried Chicken,2.37,2,20%,0.83,0,0,0.00,0%,Apr-2014,South
3837,U2323,08-04-2014,Sandwich,19.01,3,20%,6.89,0,0,0.00,0%,Apr-2014,South
3839,U7055,26-07-2014,Pizza,674.35,3,20%,-109.58,0,0,0.00,0%,Jul-2014,South
3840,U9718,26-07-2014,Koshary,134.01,9,0%,36.18,0,0,0.00,0%,Jul-2014,South
3841,U8395,26-07-2014,Sandwich,170.97,3,0%,70.1,0,0,0.00,0%,Jul-2014,South
3842,U4791,08-06-2014,Fried Chicken,170.35,3,20%,10.65,0,0,0.00,0%,Jun-2014,East
3843,U7292,28-10-2014,Salad,7.18,2,20%,2.25,0,0,0.00,0%,Oct-2014,East
3846,U5885,28-10-2014,Shawarma,617,6,15%,-36.29,0,0,0.00,0%,Oct-2014,West
3848,U3521,25-11-2017,Fried Chicken,501.81,3,0%,0,0,0,0.00,0%,Nov-2017,West
3850,U6111,22-09-2017,Pizza,34.95,5,0%,15.38,0,0,0.00,0%,Sep-2017,West
3851,U6564,04-12-2015,Burger,85.96,7,0%,40.4,0,0,0.00,0%,Dec-2015,West
3852,U5923,21-09-2015,Shawarma,85.3,2,0%,14.5,0,0,0.00,0%,Sep-2015,East
3857,U2063,23-10-2017,Salad,823.96,5,20%,51.5,0,0,0.00,0%,Oct-2017,East
3858,U9495,23-10-2017,Koshary,10.27,3,20%,0.9,0,0,0.00,0%,Oct-2017,Central
3859,U6137,20-12-2014,Burger,447.94,7,20%,89.59,0,0,0.00,0%,Dec-2014,Central
3860,U8161,17-02-2017,Salad,480.96,3,50%,-269.34,0,0,0.00,0%,Feb-2017,Central
3861,U9119,17-02-2017,Pizza,124.79,1,20%,10.92,0,0,0.00,0%,Feb-2017,Central
3862,U6859,03-05-2014,Fried Chicken,40.18,3,20%,14.56,0,0,0.00,0%,May-2014,Central
3863,U8813,03-05-2014,Koshary,10.9,3,20%,3.95,0,0,0.00,0%,May-2014,Central
3864,U3283,17-10-2017,Salad,10.64,4,0%,2.77,0,0,0.00,0%,Oct-2017,East
3865,U6987,28-11-2015,Sandwich,151.96,5,60%,-182.35,0,0,0.00,0%,Nov-2015,Central
3866,U7437,27-07-2014,Koshary,238,2,0%,38.08,0,0,0.00,0%,Jul-2014,East
3869,U3299,23-10-2015,Salad,240.78,1,20%,27.09,0,0,0.00,0%,Oct-2015,East
3871,U6646,23-10-2015,Koshary,11.56,2,0%,5.66,0,0,0.00,0%,Oct-2015,Central
3873,U1192,23-10-2015,Koshary,842.35,3,20%,42.12,0,0,0.00,0%,Oct-2015,West
3874,U1229,05-09-2016,Salad,23.47,3,20%,7.63,0,0,0.00,0%,Sep-2016,West
3875,U6220,05-09-2016,Fried Chicken,86.06,7,70%,-63.11,0,0,0.00,0%,Sep-2016,West
3876,U1606,05-09-2016,Burger,108.78,2,20%,6.8,0,0,0.00,0%,Sep-2016,East
3877,U1965,05-09-2016,Salad,10.27,3,20%,3.21,0,0,0.00,0%,Sep-2016,West
3878,U6296,28-10-2016,Sandwich,38.19,5,70%,-26.73,0,0,0.00,0%,Oct-2016,East
3879,U8201,05-04-2014,Sandwich,49.63,4,20%,3.72,0,0,0.00,0%,Apr-2014,East
3880,U8156,05-04-2014,Sandwich,52.1,4,20%,3.91,0,0,0.00,0%,Apr-2014,East
3882,U3130,15-06-2015,Burger,82.37,2,20%,-19.56,0,0,0.00,0%,Jun-2015,East
3883,U9296,15-06-2015,Pasta,364.7,6,20%,-36.47,0,0,0.00,0%,Jun-2015,Central
3885,U6621,05-07-2014,Koshary,4.37,3,20%,0.38,0,0,0.00,0%,Jul-2014,West
3887,U6412,03-03-2016,Shawarma,134.85,3,0%,37.76,0,0,0.00,0%,Mar-2016,East
3888,U9389,02-06-2014,Salad,8.56,2,0%,2.65,0,0,0.00,0%,Jun-2014,East
3890,U2977,02-06-2014,Sandwich,356.94,2,0%,107.08,0,0,0.00,0%,Jun-2014,South
3891,U8908,24-11-2016,Fried Chicken,659.9,2,0%,217.77,0,659.9,-659.90,-10000%,Nov-2016,South
3892,U7729,24-11-2016,Koshary,1684.75,6,20%,210.59,0,1684.75,-1684.75,-10000%,Nov-2016,Central
3894,U8953,10-11-2016,Burger,279.94,7,20%,48.99,0,279.94,-279.94,-10000%,Nov-2016,West
3896,U6964,01-05-2017,Fried Chicken,48.9,5,0%,18.09,0,0,0.00,0%,May-2017,West
3897,U3577,07-12-2017,Sandwich,3.55,3,20%,1.24,0,0,0.00,0%,Dec-2017,West
3898,U8237,07-12-2017,Salad,15.55,3,20%,5.44,0,0,0.00,0%,Dec-2017,West
3900,U4937,07-12-2017,Salad,127.98,2,20%,25.6,0,0,0.00,0%,Dec-2017,West
3901,U4681,03-01-2015,Pasta,10.37,2,20%,3.63,0,0,0.00,0%,Jan-2015,West
3902,U8534,14-11-2015,Pizza,47.98,2,20%,-1.2,0,0,0.00,0%,Nov-2015,Central
3903,U8456,02-10-2015,Koshary,270.34,14,0%,75.7,0,0,0.00,0%,Oct-2015,South
3905,U1346,05-04-2015,Sushi,563.81,4,20%,21.14,0,0,0.00,0%,Apr-2015,South
3906,U3337,05-04-2015,Shawarma,10.43,4,70%,-6.95,0,0,0.00,0%,Apr-2015,South
3908,U5700,05-04-2015,Pizza,14.85,5,40%,-3.22,0,0,0.00,0%,Apr-2015,Central
3909,U4551,05-04-2015,Sandwich,41.99,2,40%,-9.8,0,0,0.00,0%,Apr-2015,Central
3910,U1381,05-04-2015,Shawarma,7.58,1,20%,2.37,0,0,0.00,0%,Apr-2015,Central
3911,U6937,05-04-2015,Salad,352.45,5,50%,-211.47,0,0,0.00,0%,Apr-2015,Central
3912,U9381,05-06-2017,Fried Chicken,470.38,3,20%,52.92,0,0,0.00,0%,Jun-2017,West
3914,U3810,18-09-2017,Pasta,9.82,2,0%,3.24,0,0,0.00,0%,Sep-2017,West
3915,U6118,18-07-2017,Salad,801.6,5,50%,-448.9,0,0,0.00,0%,Jul-2017,East
3916,U2371,18-07-2017,Fried Chicken,161.57,2,20%,10.1,0,0,0.00,0%,Jul-2017,East
3918,U9345,18-07-2017,Sandwich,7.66,4,70%,-6.12,0,0,0.00,0%,Jul-2017,East
3919,U4269,18-07-2017,Burger,311.98,3,20%,-42.9,0,0,0.00,0%,Jul-2017,East
3920,U9132,01-12-2015,Salad,61.68,4,0%,16.65,0,0,0.00,0%,Dec-2015,East
3921,U7074,01-12-2015,Pasta,63.96,4,0%,30.7,0,0,0.00,0%,Dec-2015,East
3922,U3099,28-06-2016,Sushi,359.98,3,20%,36,0,0,0.00,0%,Jun-2016,East
3923,U9591,28-08-2017,Burger,25.34,6,20%,7.92,0,0,0.00,0%,Aug-2017,East
3924,U8378,28-08-2017,Shawarma,26.72,5,20%,9.35,0,0,0.00,0%,Aug-2017,Central
3928,U7476,17-09-2014,Koshary,137.24,5,20%,46.32,0,0,0.00,0%,Sep-2014,Central
3929,U6073,14-03-2016,Pizza,241.33,5,32%,-14.2,0,0,0.00,0%,Mar-2016,East
3931,U7160,14-03-2016,Sushi,145.54,7,20%,16.37,0,0,0.00,0%,Mar-2016,West
3932,U4655,26-08-2016,Koshary,5.47,3,20%,1.64,0,0,0.00,0%,Aug-2016,West
3933,U5081,26-08-2016,Sushi,47.98,2,20%,13.2,0,0,0.00,0%,Aug-2016,Central
3934,U5129,02-09-2017,Shawarma,9.4,5,0%,2.73,0,0,0.00,0%,Sep-2017,East
3937,U9756,16-06-2015,Koshary,28.75,3,20%,9.34,0,0,0.00,0%,Jun-2015,Central
3938,U5524,16-06-2015,Sandwich,27.22,3,20%,9.87,0,0,0.00,0%,Jun-2015,Central
3939,U1958,16-06-2015,Sandwich,197.37,2,30%,-25.38,0,0,0.00,0%,Jun-2015,Central
3941,U2173,18-05-2017,Burger,14.56,2,0%,6.26,0,0,0.00,0%,May-2017,South
3943,U9187,27-05-2017,Koshary,25.92,5,20%,9.07,0,0,0.00,0%,May-2017,East
3944,U2199,23-06-2016,Sushi,835.17,7,0%,16.7,0,0,0.00,0%,Jun-2016,West
3945,U8682,16-05-2016,Burger,17.34,3,0%,8.5,0,0,0.00,0%,May-2016,South
3946,U2664,18-11-2017,Burger,44.38,1,20%,15.53,0,0,0.00,0%,Nov-2017,East
3947,U7424,18-11-2017,Koshary,2.94,1,20%,-0.66,0,0,0.00,0%,Nov-2017,East
3948,U4122,18-11-2016,Burger,6.37,2,20%,1.03,0,6.37,-6.37,-10000%,Nov-2016,East
3949,U6063,18-11-2016,Pasta,48.85,2,20%,15.88,0,48.85,-48.85,-10000%,Nov-2016,West
3950,U6627,18-11-2016,Salad,19.65,2,20%,6.63,0,19.65,-19.65,-10000%,Nov-2016,West
3952,U3473,28-11-2014,Fried Chicken,17.25,2,20%,6.04,0,0,0.00,0%,Nov-2014,West
3953,U8732,01-03-2016,Sandwich,159.98,2,20%,14,0,0,0.00,0%,Mar-2016,West
3954,U5305,15-01-2017,Shawarma,12.7,2,0%,5.84,0,0,0.00,0%,Jan-2017,West
3956,U7725,04-04-2014,Salad,79.36,4,0%,23.81,0,0,0.00,0%,Apr-2014,West
3957,U2510,26-06-2016,Burger,22.14,3,0%,6.42,0,0,0.00,0%,Jun-2016,West
3959,U7250,29-05-2016,Burger,4.45,2,20%,0.33,0,0,0.00,0%,May-2016,West
3960,U9460,29-05-2016,Fried Chicken,44.76,3,20%,14.55,0,0,0.00,0%,May-2016,Central
3962,U4861,19-10-2015,Koshary,149.95,5,0%,44.99,0,0,0.00,0%,Oct-2015,Central
3963,U9409,19-02-2017,Salad,12.84,3,0%,3.47,0,0,0.00,0%,Feb-2017,Central
3969,U5602,01-06-2015,Burger,5.73,8,80%,-9.16,0,0,0.00,0%,Jun-2015,East
3970,U7253,01-06-2015,Salad,42.24,10,20%,13.2,0,0,0.00,0%,Jun-2015,East
3971,U8194,22-11-2014,Sandwich,53.82,9,0%,24.22,0,0,0.00,0%,Nov-2014,West
3972,U6701,22-02-2015,Koshary,79.36,4,0%,20.63,0,0,0.00,0%,Feb-2015,West
3973,U8530,29-03-2016,Pizza,13.48,2,0%,6.74,0,0,0.00,0%,Mar-2016,East
3978,U8705,02-10-2017,Shawarma,8.94,3,0%,4.11,0,0,0.00,0%,Oct-2017,East
3979,U1378,02-10-2017,Salad,84.78,2,20%,-20.14,0,0,0.00,0%,Oct-2017,East
3981,U7003,23-12-2014,Pizza,56.52,3,0%,15.83,0,0,0.00,0%,Dec-2014,East
3984,U4774,07-07-2016,Sushi,2799.96,5,20%,944.99,0,0,0.00,0%,Jul-2016,East
3985,U2986,07-07-2016,Burger,48.94,1,0%,24.47,0,0,0.00,0%,Jul-2016,West
3986,U9265,17-04-2016,Pasta,257.5,3,15%,24.24,0,0,0.00,0%,Apr-2016,West
3987,U2159,08-04-2017,Sandwich,2591.56,4,0%,621.97,0,0,0.00,0%,Apr-2017,West
3989,U5951,17-04-2016,Sandwich,79.12,5,20%,13.85,0,0,0.00,0%,Apr-2016,West
3990,U7848,25-11-2014,Pasta,52.96,2,0%,20.12,0,0,0.00,0%,Nov-2014,West
3991,U2907,03-11-2014,Burger,286.34,3,20%,-64.43,0,0,0.00,0%,Nov-2014,West
3996,U5458,08-03-2015,Koshary,860.93,7,0%,189.4,0,0,0.00,0%,Mar-2015,West
3997,U8577,08-03-2015,Koshary,769.95,5,0%,223.29,0,0,0.00,0%,Mar-2015,East
3998,U9772,08-03-2015,Salad,14.98,1,0%,4.49,0,0,0.00,0%,Mar-2015,East
3999,U3227,08-03-2015,Burger,373.08,6,0%,82.08,0,0,0.00,0%,Mar-2015,Central
4000,U8247,17-07-2015,Pasta,231.92,5,20%,5.8,0,0,0.00,0%,Jul-2015,Central
4003,U2464,03-03-2016,Koshary,637.9,3,30%,-127.58,0,0,0.00,0%,Mar-2016,Central
4004,U7000,03-03-2016,Burger,287.91,3,40%,33.59,0,0,0.00,0%,Mar-2016,West
4005,U3965,03-03-2016,Sandwich,36.6,3,20%,11.9,0,0,0.00,0%,Mar-2016,East
4008,U9489,10-12-2015,Sushi,101.94,6,0%,21.41,0,0,0.00,0%,Dec-2015,East
4010,U9736,01-01-2017,Sushi,474.43,11,0%,199.26,0,0,0.00,0%,Jan-2017,East
4012,U7791,21-11-2017,Salad,39.3,4,20%,3.93,0,0,0.00,0%,Nov-2017,Central
4014,U4511,23-08-2015,Koshary,542.94,3,0%,152.02,0,0,0.00,0%,Aug-2015,Central
4016,U6473,23-08-2015,Salad,193.8,5,0%,94.96,0,0,0.00,0%,Aug-2015,Central
4017,U1130,23-08-2015,Shawarma,21.4,5,0%,9.63,0,0,0.00,0%,Aug-2015,South
4018,U7521,23-08-2015,Burger,97.88,2,0%,48.94,0,0,0.00,0%,Aug-2015,Central
4019,U7216,23-08-2015,Shawarma,251.91,9,0%,47.86,0,0,0.00,0%,Aug-2015,Central
4021,U1558,22-06-2014,Fried Chicken,170.06,3,30%,-4.86,0,0,0.00,0%,Jun-2014,Central
4024,U7636,27-10-2017,Pizza,556.67,5,15%,6.55,0,0,0.00,0%,Oct-2017,West
4025,U1969,27-10-2017,Pizza,95.84,4,20%,34.74,0,0,0.00,0%,Oct-2017,West
4026,U3008,11-08-2017,Burger,29.66,4,20%,10.01,0,0,0.00,0%,Aug-2017,West
4027,U4782,11-08-2017,Pasta,9.18,7,20%,2.87,0,0,0.00,0%,Aug-2017,West
4028,U5392,11-08-2017,Shawarma,153.58,2,20%,13.44,0,0,0.00,0%,Aug-2017,West
4029,U1505,11-08-2017,Burger,12.86,8,80%,-22.51,0,0,0.00,0%,Aug-2017,Central
4030,U4757,24-12-2017,Fried Chicken,479.97,3,0%,239.99,0,0,0.00,0%,Dec-2017,East
4031,U9422,24-12-2017,Sushi,232.88,4,0%,60.55,0,0,0.00,0%,Dec-2017,Central
4032,U8264,26-09-2016,Koshary,236.88,6,0%,66.33,0,0,0.00,0%,Sep-2016,Central
4034,U6834,26-09-2016,Salad,100,4,0%,21,0,0,0.00,0%,Sep-2016,West
4035,U3203,12-12-2016,Sushi,18.69,3,70%,-14.33,18.69,0,18.69,0%,Dec-2016,West
4036,U4638,12-12-2016,Koshary,383.95,6,20%,76.79,383.95,0,383.95,0%,Dec-2016,South
4038,U8634,29-12-2014,Salad,24.9,5,0%,8.22,0,0,0.00,0%,Dec-2014,South
4039,U8053,29-12-2014,Burger,21.12,4,0%,9.5,0,0,0.00,0%,Dec-2014,South
4040,U6513,29-12-2014,Sandwich,767.95,6,20%,287.98,0,0,0.00,0%,Dec-2014,Central
4042,U8588,29-12-2014,Sandwich,191.98,3,20%,19.2,0,0,0.00,0%,Dec-2014,Central
4043,U1331,29-12-2014,Salad,274.77,9,0%,126.39,0,0,0.00,0%,Dec-2014,West
4044,U1160,29-12-2014,Koshary,70.56,6,0%,23.99,0,0,0.00,0%,Dec-2014,West
4045,U2729,25-06-2015,Burger,204.85,5,0%,57.36,0,0,0.00,0%,Jun-2015,West
4049,U5132,16-07-2015,Koshary,599.9,10,0%,191.97,0,0,0.00,0%,Jul-2015,South
4050,U8642,24-06-2017,Koshary,276.69,3,0%,49.8,0,0,0.00,0%,Jun-2017,East
4052,U6399,29-09-2014,Salad,4.22,3,20%,1.48,0,0,0.00,0%,Sep-2014,East
4055,U5544,29-09-2014,Koshary,20.93,4,20%,6.8,0,0,0.00,0%,Sep-2014,South
4056,U4440,29-09-2014,Salad,1801.63,6,20%,-337.81,0,0,0.00,0%,Sep-2014,South
4057,U2184,29-09-2014,Koshary,67.18,1,40%,-20.15,0,0,0.00,0%,Sep-2014,Central
4058,U9446,24-11-2014,Pizza,646.2,5,20%,-8.08,0,0,0.00,0%,Nov-2014,Central
4061,U2096,01-11-2016,Koshary,68.11,3,20%,17.88,0,68.11,-68.11,-10000%,Nov-2016,West
4062,U8021,17-09-2015,Burger,25.03,3,20%,7.82,0,0,0.00,0%,Sep-2015,West
4063,U6483,10-03-2016,Pasta,39.99,1,20%,7.5,0,0,0.00,0%,Mar-2016,West
4064,U3646,23-06-2014,Koshary,20.02,9,20%,1.75,0,0,0.00,0%,Jun-2014,Central
4065,U7421,23-06-2014,Sushi,3.1,1,20%,0.35,0,0,0.00,0%,Jun-2014,Central
4066,U7244,01-11-2014,Shawarma,7.52,5,20%,1.41,0,0,0.00,0%,Nov-2014,South
4067,U1084,01-11-2014,Salad,10.27,3,20%,0.9,0,0,0.00,0%,Nov-2014,South
4068,U8605,01-11-2014,Burger,47.81,12,20%,15.54,0,0,0.00,0%,Nov-2014,South
4069,U2544,01-11-2014,Sandwich,978.84,9,20%,110.12,0,0,0.00,0%,Nov-2014,South
4071,U2318,28-08-2016,Salad,10.02,4,80%,-16.54,0,0,0.00,0%,Aug-2016,South
4073,U3125,06-12-2015,Salad,999.98,2,0%,449.99,0,0,0.00,0%,Dec-2015,South
4074,U5419,24-09-2015,Shawarma,821.94,6,0%,213.7,0,0,0.00,0%,Sep-2015,South
4075,U8910,15-11-2017,Fried Chicken,220.06,4,20%,55.02,0,0,0.00,0%,Nov-2017,East
4076,U8874,15-11-2017,Fried Chicken,339.14,4,20%,0,0,0,0.00,0%,Nov-2017,East
4079,U1300,19-12-2015,Pasta,116.28,3,0%,56.98,0,0,0.00,0%,Dec-2015,Central
4080,U8249,21-12-2015,Shawarma,47.98,3,20%,4.8,0,0,0.00,0%,Dec-2015,Central
4081,U2980,25-09-2016,Pasta,60.05,9,20%,22.52,0,0,0.00,0%,Sep-2016,West
4082,U3690,25-09-2016,Sushi,5.02,1,70%,-3.52,0,0,0.00,0%,Sep-2016,West
4086,U7488,04-08-2016,Shawarma,302.38,2,20%,30.24,0,0,0.00,0%,Aug-2016,West
4090,U4053,01-04-2016,Shawarma,20.7,2,0%,9.94,0,0,0.00,0%,Apr-2016,West
4091,U1575,01-04-2016,Koshary,10.95,3,0%,3.29,0,0,0.00,0%,Apr-2016,Central
4092,U4327,01-04-2016,Fried Chicken,14.35,3,20%,4.66,0,0,0.00,0%,Apr-2016,West
4093,U3161,16-05-2017,Koshary,221.02,2,20%,-55.26,0,0,0.00,0%,May-2017,West
4096,U8197,24-08-2015,Shawarma,587.97,3,0%,170.51,0,0,0.00,0%,Aug-2015,Central
4097,U6847,23-09-2014,Pizza,32.4,5,0%,15.55,0,0,0.00,0%,Sep-2014,East
4099,U8637,23-09-2014,Pizza,9449.95,5,0%,4630.48,0,0,0.00,0%,Sep-2014,West
4101,U7024,19-06-2017,Sandwich,2.26,1,80%,-5.21,0,0,0.00,0%,Jun-2017,West
4102,U9255,19-06-2017,Salad,0.44,1,80%,-1.11,0,0,0.00,0%,Jun-2017,West
4103,U7895,19-06-2017,Salad,146.18,8,20%,47.51,0,0,0.00,0%,Jun-2017,East
4104,U7282,21-12-2017,Pizza,15.92,2,0%,7,0,0,0.00,0%,Dec-2017,East
4106,U7866,07-08-2017,Sandwich,13.76,2,20%,4.64,0,0,0.00,0%,Aug-2017,East
4107,U6954,22-08-2016,Koshary,4.31,2,80%,-6.9,0,0,0.00,0%,Aug-2016,East
4109,U2612,07-09-2015,Koshary,27.41,3,40%,-14.16,0,0,0.00,0%,Sep-2015,East
4113,U2331,25-12-2015,Pasta,3.28,1,0%,0.95,0,0,0.00,0%,Dec-2015,Central
4114,U9035,02-05-2015,Burger,8.86,3,20%,2.99,0,0,0.00,0%,May-2015,Central
4115,U2388,02-05-2015,Burger,158.38,3,20%,13.86,0,0,0.00,0%,May-2015,Central
4116,U1081,24-11-2016,Fried Chicken,1219.96,5,20%,381.24,0,1219.96,-1219.96,-10000%,Nov-2016,Central
4117,U2772,24-11-2015,Burger,3.17,2,20%,0.99,0,0,0.00,0%,Nov-2015,Central
4119,U1844,24-11-2015,Fried Chicken,454.86,7,0%,54.58,0,0,0.00,0%,Nov-2015,East
4120,U7243,24-11-2015,Sushi,91.39,8,20%,29.7,0,0,0.00,0%,Nov-2015,East
4121,U3622,04-09-2017,Shawarma,19.04,4,20%,-1.43,0,0,0.00,0%,Sep-2017,South
4122,U3205,11-05-2017,Pasta,37.44,6,0%,16.85,0,0,0.00,0%,May-2017,West
4123,U9401,11-05-2017,Koshary,37.59,3,0%,17.67,0,0,0.00,0%,May-2017,West
4124,U2451,11-05-2017,Koshary,26.03,2,20%,9.44,0,0,0.00,0%,May-2017,East
4125,U2410,11-05-2014,Pizza,35.91,3,0%,9.7,0,0,0.00,0%,May-2014,East
4126,U5600,27-07-2017,Koshary,91.03,3,20%,-2.28,0,0,0.00,0%,Jul-2017,Central
4128,U7457,19-09-2014,Sandwich,67.34,6,20%,7.58,0,0,0.00,0%,Sep-2014,West
4129,U1596,19-09-2014,Koshary,2624.99,3,50%,-944.99,0,0,0.00,0%,Sep-2014,West
4130,U3929,29-03-2015,Koshary,73.28,4,0%,21.25,0,0,0.00,0%,Mar-2015,South
4134,U3195,08-09-2014,Pasta,45,9,0%,21.6,0,0,0.00,0%,Sep-2014,South
4135,U2493,08-09-2014,Shawarma,209.97,3,0%,90.29,0,0,0.00,0%,Sep-2014,South
4136,U6823,02-10-2017,Salad,112.12,5,20%,42.05,0,0,0.00,0%,Oct-2017,East
4137,U3963,02-10-2017,Burger,1575.14,7,0%,204.77,0,0,0.00,0%,Oct-2017,East
4139,U9848,30-12-2016,Sushi,6.92,6,80%,-10.39,6.92,0,6.92,0%,Dec-2016,Central
4140,U5261,01-12-2017,Pizza,37.39,3,20%,2.34,0,0,0.00,0%,Dec-2017,Central
4141,U7872,01-12-2017,Koshary,79.12,5,20%,13.85,0,0,0.00,0%,Dec-2017,Central
4143,U3397,19-05-2014,Koshary,57.42,9,0%,26.41,0,0,0.00,0%,May-2014,Central
4145,U3584,30-01-2017,Koshary,8.82,3,0%,2.38,0,0,0.00,0%,Jan-2017,Central
4146,U3681,30-01-2017,Sandwich,120.78,1,20%,-13.59,0,0,0.00,0%,Jan-2017,Central
4148,U4391,23-10-2017,Salad,9.76,3,80%,-15.13,0,0,0.00,0%,Oct-2017,Central
4149,U1450,23-10-2017,Koshary,13.72,1,20%,1.2,0,0,0.00,0%,Oct-2017,Central
4151,U5180,23-10-2017,Sushi,259.14,4,20%,-58.31,0,0,0.00,0%,Oct-2017,Central
4153,U2050,07-09-2017,Koshary,15.55,3,20%,5.44,0,0,0.00,0%,Sep-2017,Central
4154,U2706,07-09-2017,Pizza,4.9,3,20%,1.65,0,0,0.00,0%,Sep-2017,West
4157,U1783,05-12-2015,Koshary,47.98,2,20%,0.6,0,0,0.00,0%,Dec-2015,West
4158,U2571,05-12-2015,Pasta,26.06,6,70%,-19.98,0,0,0.00,0%,Dec-2015,West
4160,U3297,16-04-2016,Pasta,12.84,3,0%,3.72,0,0,0.00,0%,Apr-2016,West
4163,U8226,14-03-2015,Sushi,16.52,4,0%,7.6,0,0,0.00,0%,Mar-2015,West
4164,U5556,14-03-2015,Salad,671.94,3,0%,315.81,0,0,0.00,0%,Mar-2015,West
4168,U1717,11-10-2014,Pizza,31.92,4,0%,8.3,0,0,0.00,0%,Oct-2014,West
4169,U5781,11-10-2014,Koshary,433.57,2,20%,-65.04,0,0,0.00,0%,Oct-2014,East
4171,U6163,13-04-2015,Salad,54.82,3,20%,17.82,0,0,0.00,0%,Apr-2015,East
4172,U7366,16-11-2017,Koshary,48.86,7,0%,0.98,0,0,0.00,0%,Nov-2017,East
4173,U2123,01-07-2016,Shawarma,14.2,2,0%,6.53,0,0,0.00,0%,Jul-2016,East
4174,U6982,01-07-2016,Fried Chicken,12.96,2,0%,6.22,0,0,0.00,0%,Jul-2016,East
4175,U5857,01-07-2016,Pizza,58.34,2,0%,28,0,0,0.00,0%,Jul-2016,East
4178,U3971,07-04-2014,Salad,122.97,3,0%,60.26,0,0,0.00,0%,Apr-2014,West
4179,U9051,16-06-2016,Sandwich,46.35,5,0%,21.78,0,0,0.00,0%,Jun-2016,Central
4180,U8780,06-03-2017,Fried Chicken,14.98,9,20%,5.43,0,0,0.00,0%,Mar-2017,West
4181,U7498,07-10-2017,Salad,4.24,5,80%,-6.36,0,0,0.00,0%,Oct-2017,East
4182,U8294,06-10-2017,Shawarma,319.96,4,0%,115.19,0,0,0.00,0%,Oct-2017,West
4184,U4308,06-10-2017,Pizza,344.91,3,0%,10.35,0,0,0.00,0%,Oct-2017,West
4189,U3754,18-05-2017,Burger,8.93,2,20%,0.67,0,0,0.00,0%,May-2017,East
4191,U4707,17-11-2017,Koshary,10499.97,3,0%,5039.99,0,0,0.00,0%,Nov-2017,East
4192,U8957,08-07-2015,Koshary,21.12,5,20%,6.6,0,0,0.00,0%,Jul-2015,East
4193,U9165,16-11-2015,Sushi,696.42,2,0%,160.18,0,0,0.00,0%,Nov-2015,East
4195,U3770,18-06-2015,Burger,51.98,2,0%,15.07,0,0,0.00,0%,Jun-2015,Central
4196,U5830,08-04-2016,Salad,24.7,5,0%,10.37,0,0,0.00,0%,Apr-2016,Central
4198,U9073,03-12-2016,Burger,394.82,4,20%,93.77,394.82,0,394.82,0%,Dec-2016,Central
4199,U8616,03-12-2016,Pasta,18.19,4,70%,-14.55,18.19,0,18.19,0%,Dec-2016,East
4200,U8206,10-12-2015,Sandwich,7.31,1,0%,3.44,0,0,0.00,0%,Dec-2015,East
4201,U2872,10-12-2015,Pizza,799.98,2,20%,250,0,0,0.00,0%,Dec-2015,East
4202,U8365,10-12-2015,Fried Chicken,41.28,6,0%,18.99,0,0,0.00,0%,Dec-2015,East
4203,U9903,10-12-2015,Fried Chicken,184.66,7,0%,84.94,0,0,0.00,0%,Dec-2015,Central
